tweet,date,city,user_location,place,coordinates,id,link
"Biden ha prometido una respuesta mucho más contundente a la pandemia de lo que dice que ha hecho el presidente Donald Trump. El virus ha infectado a 9,7 millones de personas en los EE. UU https://t.co/fFN4Fpg4Vc",2020-11-08 13:39:44,Bogota,"Bogotá, Colombia",,,1325432822170050563,https://twitter.com/i/web/status/1325432822170050563
"“El mayor enemigo de EE.UU.”: ¿Por qué la victoria de Joe Biden preocupa a Rusia? 

#Elecciones2020 https://t.co/759tt7N6yK",2020-11-08 13:25:55,Bogota,Bogotá Colombia,,,1325429344475504640,https://twitter.com/i/web/status/1325429344475504640
"""Donald Trump | El perdedor que odiaba a los perdedores""  via @el_pais https://t.co/DltEzQwJjV",2020-11-08 13:23:55,Bogota,Bogotá,,,1325428838973775874,https://twitter.com/i/web/status/1325428838973775874
"https://t.co/kID24BrtVH Porque la mitad de los gringos creen –o ven– que Donald Trump es igual a ellos, y eso les gusta. Les gustan sus trampas, sus mentiras, su evasión de impuestos, sus putas, sus violaciones, sus fraudes, sus escándalos, su negativa de la pandemia.",2020-11-08 13:23:15,Bogota,Bogotá-Colombia,,,1325428673802072065,https://twitter.com/i/web/status/1325428673802072065
El día en que los medios silenciaron a un presidente de Estados Unidos https://t.co/UcDNpbpA8c,2020-11-08 13:22:37,Bogota,Bogota,,,1325428511897686018,https://twitter.com/i/web/status/1325428511897686018
El hombre obsesionado con la grandeza ha terminado muy pequeño .- https://t.co/FjfEbKH4x4,2020-11-08 13:17:48,Bogota,Bogotá,,,1325427302050787329,https://twitter.com/i/web/status/1325427302050787329
"#NoticiasUno| Alex Jones  se convirtió el principal promotor de las ideas de Donald Trump en su gobierno y ahora citó a todos los trumpistas a una manifestación permanente, a partir del medio día del domingo, en todas las plazas federales de las capitales
https://t.co/NJx6rJJgIs",2020-11-08 13:00:01,Bogota,"Bogotá, Colombia.",,,1325422824941522944,https://twitter.com/i/web/status/1325422824941522944
"Qué interesante este ejercicio. Cortar a Trump fue ¿censura, arrogancia, valentía editorial o responsabilidad con las audiencias? https://t.co/E2LHEUVck7",2020-11-08 12:59:38,Bogota,"Bogotá, Colombia",,,1325422728950771712,https://twitter.com/i/web/status/1325422728950771712
Amanecí con un guayabo ni el Donald Trump.,2020-11-08 12:53:58,Bogota,"Bogotá, Colombia",,,1325421303491399680,https://twitter.com/i/web/status/1325421303491399680
"#PalabrasDeDuqueABiden, @DanielSamperO: «No resultaría extraño que por estos días llegue a sus oídos la infame versión de que nuestro gobierno apoyó decididamente la candidatura de Donald Trump, tesis tan falsa como mis canas»

https://t.co/yyzGpIMI2h
#LosDanieles @LosDanielesOp https://t.co/laFWwV9fvC",2020-11-08 12:30:06,Bogota,"Bogotá, Colombia",,,1325415298913198085,https://twitter.com/i/web/status/1325415298913198085
"La Izquierda Americana talvez haya logrado ROBARLE la Presidencia a Donald Trump, pero en Colombia NO permitiremos que los zurdos vengan a imponernos su miserable socialismo de hambre y miseria mientras ustedes se llenan los bolsillos https://t.co/BLj2IlyMtP",2020-11-08 12:27:52,Bogota,BOGOTA,,,1325414736708718593,https://twitter.com/i/web/status/1325414736708718593
"Joe Biden y Kamala Harris en sus discursos de aceptación dijeron este sábado que trabajarán por una nación unida y fortalecida. #Elecciones2020 

‘You’re fired’: Biden vence a Donald Trump https://t.co/nuXVOgi52l",2020-11-08 12:26:12,Bogota,"Bogotá, Colombia",,,1325414314065469440,https://twitter.com/i/web/status/1325414314065469440
"https://t.co/L2QN4DiuTI: ¿Donald Trump podría ir a la cárcel después de elecciones en EE. UU.?.
https://t.co/YWCT8RkhJ8

a través de @GoogleNews",2020-11-08 11:55:53,Bogota,"Villavicencio, Colombia",,,1325406686283239424,https://twitter.com/i/web/status/1325406686283239424
"El mundo tiene que arropar al Biden Presidente electo de los USA y otorgarle su reconocimiento, con el fin de presionar a  Donald Trump para que ceda en sus intentos de bloquear los resultados de la elección por un supuesto fraude y reconozca la contundencia de los resultados",2020-11-08 11:28:35,Bogota,Bogotá Colombia,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='000740067e1156ab', url='https://api.twitter.com/1.1/geo/id/000740067e1156ab.json', place_type='city', name='Chía', full_name='Chía, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.1161780014865, 4.78798699813275], [-73.9964160000843, 4.78798699813275], [-73.9964160000843, 4.88515799906102], [-74.1161780014865, 4.88515799906102]]]), attributes={})",,1325399815707107328,https://twitter.com/i/web/status/1325399815707107328
El abrumado Donald Trump insiste -sin pruebas que lo sustenten- en el fraude masivo. Biden proclamando Presidente. https://t.co/VdVhdOt4cr https://t.co/OQbk1uRfFW,2020-11-08 10:35:58,Bogota,Bogotá - Colombia,,,1325386573907693568,https://twitter.com/i/web/status/1325386573907693568
"Twitter le ha incluido una advertencia a varias de las publicaciones de Donald Trumpo. El presidente ha asegurado en su redes sociales, en diferentes ocasiones y sin ningún tipo de pruebas, que le están robando las #Elecciones2020  👉 https://t.co/oWV0He1md6 https://t.co/lYJlxHLgtt",2020-11-08 09:58:51,Bogota,"Bogotá, Colombia",,,1325377234874544129,https://twitter.com/i/web/status/1325377234874544129
"🚨 El país que recibirá el presidente electo Joe Biden de Donald Trump 👉 https://t.co/YZZKgA52SI

#Elecciones2020 https://t.co/SAdi3BKGh4",2020-11-08 08:45:30,Bogota,"Bogotá, Colombia",,,1325358775373623297,https://twitter.com/i/web/status/1325358775373623297
"Trump, todavía no a perdido,falta el reconteo,le dijo Putin, tranquilo Donald's!!?? https://t.co/PNITDh01Ms",2020-11-08 06:54:55,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325330944325251072,https://twitter.com/i/web/status/1325330944325251072
"@ELTIEMPO Esto es face news porque el narcisista, egolatra, racista, mitómano compulsivo y tramposo Donald Trump, USA 🇺🇸 Presidente no tiene evidencias elementales y creíbles para creer las motivaciones absurdas generadas por su frustración. JOE BIDEN es el Presidente Electo de USA .",2020-11-08 05:34:38,Bogota,"Bogota, Colombia",,,1325310742707523584,https://twitter.com/i/web/status/1325310742707523584
"@guxtg @SalomnM @IvanDuque @POTUS Y los medios masivos de desinformación joden con Donald Trump
https://t.co/xU67mg5I2K",2020-11-08 05:25:02,Bogota,Paratebueno,,,1325308325576237056,https://twitter.com/i/web/status/1325308325576237056
"#Viral | 🤯 [VIDEO] Periodista de CNN llora en vivo tras conocer la derrota de Donald Trump en las #Election2020 

Más detalles aquí 👉 https://t.co/NStFKftthz https://t.co/PeqSYRyIbH",2020-11-08 05:00:00,Bogota,Bogotá,,,1325302024481595392,https://twitter.com/i/web/status/1325302024481595392
"@PoIiacriIamideo @JoeBiden @realDonaldTrump Que grande es donald trump, que berraco, admirable ese tipo, nunca pierde @realDonaldTrump",2020-11-08 04:50:21,Bogota,Bogota colombia,,,1325299597443469312,https://twitter.com/i/web/status/1325299597443469312
"🚨 El país que recibirá el presidente electo Joe Biden de Donald Trump 👉 https://t.co/cYIIlgpOeA

#Elecciones2020 https://t.co/IGfyCrOjPQ",2020-11-08 04:48:44,Bogota,"Bogotá, Colombia",,,1325299188972785664,https://twitter.com/i/web/status/1325299188972785664
"Hoy salió Donald Trump, el 22 saldrá Uribe https://t.co/brJ6UbqrGu",2020-11-08 04:42:05,Bogota,Pereira,,,1325297517551104000,https://twitter.com/i/web/status/1325297517551104000
"Pueden decirme que no se de política, pero Donald Trump hizo muchas cosas que afectaron a todo el PLANETA, es increíble como las decisiones de una sola persona puedan joder a todo el mundo. Lo del acuerdo de París fue la tapa.",2020-11-08 04:21:07,Bogota,Bogotá - Colombia,,,1325292239468244993,https://twitter.com/i/web/status/1325292239468244993
Y que lo diga la cara de tristeza de Donald Trump https://t.co/RHUkFYXRU7 https://t.co/fLJFwEWb4w,2020-11-08 04:17:13,Bogota,Paratebueno,,,1325291260081528832,https://twitter.com/i/web/status/1325291260081528832
Me parecía irreal cuando Donald Trump fue elegido presidente. Hoy me parece igual de irreal que no lo hayan elegido,2020-11-08 04:12:26,Bogota,"Bogotá, Colombia",,,1325290055062138880,https://twitter.com/i/web/status/1325290055062138880
"@Dianasc47344743 Señora Diana 
El señor Donald Trump dijo que esta semana que viene 
Van a imponer la ley marcial en estados unidos y también en todo el mundo y todo está conectado con todo. 
Esta maldita plandemia no era sanitaria sino de corte político y mundial",2020-11-08 03:36:53,Bogota,Paratebueno,,,1325281108590780417,https://twitter.com/i/web/status/1325281108590780417
"@RedMasNoticias @IvanDuque Totalmente coherente con su influencia en Florida a favor de Donald Trump ;)
La política es una cosa muy sucia.",2020-11-08 03:31:57,Bogota,"Bogotá, Colombia",,,1325279867932381187,https://twitter.com/i/web/status/1325279867932381187
"#Mundo | Mientras Joe Biden y Kamala Harris celebran el triunfo, el presidente Donald Trump juega golf en Virginia

👉 https://t.co/KFoUmspL5q https://t.co/jA9MZlathe",2020-11-08 03:30:00,Bogota,Bogotá,,,1325279376175362048,https://twitter.com/i/web/status/1325279376175362048
"""Si hay fraude, Donald Trump debe acudir a Luis Almagro"", ironizó Evo Morales. https://t.co/mYyOPlsDri a través de @portalmvd",2020-11-08 02:59:08,Bogota,Bogotá,,,1325271607078694912,https://twitter.com/i/web/status/1325271607078694912
@petrogustavo @RilkeRainer Creo que Donald Trump reconocerá primero su derrota que Gustavo Petro.,2020-11-08 02:51:25,Bogota,Bogotá,,,1325269665287991299,https://twitter.com/i/web/status/1325269665287991299
"Biden ganó las elecciones por insistencia, después de dos intentos frustrados en 1988 y 2008. https://t.co/YxyuQWusfH vía @lapatriacom",2020-11-08 02:49:00,Bogota,"Manizales, Colombia",,,1325269057407508480,https://twitter.com/i/web/status/1325269057407508480
"""ACABALO LADRÓN!!!!""

-Donald J. Trump",2020-11-08 02:46:54,Bogota,Bogotá,,,1325268528673460227,https://twitter.com/i/web/status/1325268528673460227
"@alvaroquevedo3 @ManuelBeltrn14 Al terminar el mandato de Barack Obama Cuba empezaba a gozar de ciertas libertades, eso se perdió con Donald Trump; así que si hay diferencia entre ambos partidos!",2020-11-08 02:38:22,Bogota,"Bogota, Colombia",,,1325266381605048320,https://twitter.com/i/web/status/1325266381605048320
"Una batalla legal prolongada del presidente Donald Trump, que desencadenará recuentos de votos en varios estados, podría retrasar muchas actividades relacionadas con la transición https://t.co/YvArx8y22g",2020-11-08 02:32:18,Bogota,"Bogotá, Colombia",,,1325264856770109441,https://twitter.com/i/web/status/1325264856770109441
"Y la Lameculos de María Fernanda Cabal, cómo se sentirá al ver a su chafarote de Donald Trump derrotado.",2020-11-08 02:29:02,Bogota,"Bogotá D, C.","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0030b82f35c6536d', url='https://api.twitter.com/1.1/geo/id/0030b82f35c6536d.json', place_type='city', name='Silvania', full_name='Silvania, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.4696340033063, 4.34309200160723], [-74.3170219976459, 4.34309200160723], [-74.3170219976459, 4.49045400342361], [-74.4696340033063, 4.49045400342361]]]), attributes={})",,1325264033067507712,https://twitter.com/i/web/status/1325264033067507712
"@ELTIEMPO Hace bien el presidente Duque,aunque todos los colombianos conocemos que el y su jefe Uribe hacían fuerza para que ganara Donald Trump.",2020-11-08 02:28:33,Bogota,"Ibagué, Colombia",,,1325263912124764160,https://twitter.com/i/web/status/1325263912124764160
"‘You’re fired’, la popular expresión que el presidente de EE. UU. usa en TV. Luego de que se conociera la victoria de Biden, las redes sociales se llenaron de reacciones de todo tipo, entre ellas la que incluyen esta particular frase 👉 https://t.co/uGeMH2X7i7 https://t.co/guddUrsbXM",2020-11-08 02:24:27,Bogota,"Bogotá, Colombia",,,1325262878706954241,https://twitter.com/i/web/status/1325262878706954241
"Mientras hoy Joe Biden propone tender puentes, hace cuatro años Don Donald Trump prometía levantar muros. 🤦‍♂️ https://t.co/IW1Qe0jKZb",2020-11-08 02:23:59,Bogota,BOGOTA D.C.,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325262763741032448,https://twitter.com/i/web/status/1325262763741032448
¿Donald Trump podría ir a la cárcel después de elecciones en EE. UU.? https://t.co/OThAAqqeWn a través de @Pulzo,2020-11-08 02:12:49,Bogota,"Pereira, Risaralda, Colombia",,,1325259951640604672,https://twitter.com/i/web/status/1325259951640604672
"Felicitaciones al futuro Presidente Joe #Biden de Estados Unidos, pero no deja de preocuparme que 70 millones de votantes nieguen el calentamiento global, les entusiasme la no regulación de las armas, no comprendan el racismo y machismo que representa Donald Trump. #Muchoporhacer",2020-11-08 02:08:19,Bogota,"Funza, Colombia",,,1325258818935205889,https://twitter.com/i/web/status/1325258818935205889
"Este discurso de Joe Biden es muy clásico. Pero hacía tanta falta escuchar palabras como estas. Esperanza, unión, solidaridad, derechos humanos y empatía: todo lo que había desaparecido con Donald Trump. #Elecciones2020 #Elecciones",2020-11-08 02:02:13,Bogota,"Bogotá, Colombia",,,1325257285938143234,https://twitter.com/i/web/status/1325257285938143234
"!DONALD TRUMP MANTENDRÁ LA PRESIDENCIA 
LA CORTE DECIDE!:

Y nuevamente serán protagonistas,
Allá los jueces decidiendo el asunto,
Asunto feo, pues es una de las pistas,
Que DONALD TRUMP, mostró punto por punto
SUPREMA CORTE legalizará todo.
El BOBO Biden, ese ya es un difunto.",2020-11-08 02:00:17,Bogota,Bogotá- Colombia,,,1325256796513185792,https://twitter.com/i/web/status/1325256796513185792
"Es hora q Donald Trump demande y demuestre el robo del Estado profundo. Llegó la hora. Quanon's Donde va uno , vamos todos!!! La caída del Cabal.",2020-11-08 01:55:19,Bogota,girardot,,,1325255548049235968,https://twitter.com/i/web/status/1325255548049235968
"¿Se desquitó? Greta Thunberg a Trump: ""Relájate, Donald!"" https://t.co/9M8A2LjKxF",2020-11-08 01:44:02,Bogota,"Bogotá, Colombia",,,1325252708417236994,https://twitter.com/i/web/status/1325252708417236994
"🔴🌎 🇺🇸  Joe Biden habla a esta hora como presidente electo de Estados Unidos, luego de derrotar a Donald Trump en las #Elecciones2020 presidenciales 👉 https://t.co/FVPi47K7er https://t.co/y8zIMPWlO5",2020-11-08 01:40:49,Bogota,"Bogotá, Colombia",,,1325251899168321538,https://twitter.com/i/web/status/1325251899168321538
Donald Trump jartando Lomotil a lo que da..,2020-11-08 01:40:35,Bogota,Republic of Gilead,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325251840515186689,https://twitter.com/i/web/status/1325251840515186689
"Sólo los uribistas que son tremendos hijos de puta, son capaces de admirar a un Man narcisista, xenofobo, misógino y arrogante como Donald boliqueso Trump, que seres tan detestables y apáticos, que tortura que pisen nuestro mismo suelo. Pirobos!",2020-11-08 01:35:32,Bogota,Bogotá,,,1325250568210800641,https://twitter.com/i/web/status/1325250568210800641
"¿Se desquitó? Greta Thunberg a Trump: ""Relájate, Donald!"" https://t.co/xCrSunhPGc",2020-11-08 01:33:11,Bogota,"Bogotá, Colombia",,,1325249977585692673,https://twitter.com/i/web/status/1325249977585692673
"SI LAS ELECCIONES ACABAN CON LA DEMOCRACIA,
QUÉ DEBEMOS ACABAR?
Nuevamente serán protagonistas,
Allá los jueces decidiendo el asunto,
Asunto feo, pues es una de las pistas,
Que DONALD TRUMP, mostró punto x punto
SUPREMA CORTE legalizará todo.
El BOBO Biden, ese ya es un difunto",2020-11-08 01:26:47,Bogota,Bogotá- Colombia,,,1325248369309179910,https://twitter.com/i/web/status/1325248369309179910
Trump volverá a lo suyo : Reality TV Show el único negocio donde no ha reportado pérdidas al IRS.-  https://t.co/Ybg19vyIaP,2020-11-08 01:14:52,Bogota,Bogotá,,,1325245370901950464,https://twitter.com/i/web/status/1325245370901950464
"Muchas gracias a Joe Biden por ayudar a destapar la falsa derecha y la izquierda de todos los países.
Esta era la estrategia de los illuminati y también del señor Donald Trump para ayudar a la humanidad a que pueda despertar del engaño y luchar.",2020-11-08 01:14:05,Bogota,Paratebueno,,,1325245173891276801,https://twitter.com/i/web/status/1325245173891276801
Donald Trump ya tiene el trasteo listo segun fuentes confiables (@lcvelez ),2020-11-08 01:11:13,Bogota,bogota,,,1325244451518869504,https://twitter.com/i/web/status/1325244451518869504
"#NoticiasUnoAlAire| Twitter no borró el quinto trino del presidente saliente, Donald Trump, pero aclaró su contenido, enseguida del texto “gané y por mucho”, la red social escribió: aún no se ha declarado un ganador. 
🔴En vivo https://t.co/XDOdJPA6or",2020-11-08 01:07:32,Bogota,"Bogotá, Colombia.",,,1325243522434338817,https://twitter.com/i/web/status/1325243522434338817
Lo que le espera a Donald Trump al salir de la Casa Blanca https://t.co/lxq5efz2NJ,2020-11-08 01:01:15,Bogota,"Bogotá, Colombia",,,1325241942163251202,https://twitter.com/i/web/status/1325241942163251202
"#Entrevista al politólogo Cristian Rojas: ""Donald Trump ya había advertido sobre el problema del voto por correo, hay mucha discusión también en Estados Unidos sobre los documentos que se exigen para poder votar, los demócratas también estaban quejándose"".
https://t.co/XjoRz72G8z",2020-11-08 01:00:00,Bogota,Bogotá- Colombia,,,1325241629771526146,https://twitter.com/i/web/status/1325241629771526146
"Daniel Richtman ha mencionado que Marvel quiere a Joe Biden, Donald Trump, Barack Obama e incluso el mismísimo George Washington hagan un cameo en ‘Doctor Strange 2’ o en 'Spider-Man3'. (Ya no le creo nada a este señor... Esperar que nos sorprenda, pero no lo sé Rick) #Sarcasmo https://t.co/VHyQiN8FtC",2020-11-08 00:53:04,Bogota,Bogotá - Colombia,,,1325239883829551106,https://twitter.com/i/web/status/1325239883829551106
Los trinos de Trump siguen siendo marcados como engañosos https://t.co/UkHtmpc3he https://t.co/KMxQsQQSpa,2020-11-08 00:52:03,Bogota,Bogota / Colombia,,,1325239628731801601,https://twitter.com/i/web/status/1325239628731801601
Donald Trump no reconoce a Joe Biden como presidente electo. Dentro de poco se autoproclamará como presidente interino de los EEUU.,2020-11-08 00:46:56,Bogota,"Manizales, caldas.",,,1325238338173939713,https://twitter.com/i/web/status/1325238338173939713
"#EstadosUnidos #Election2020 | A través de su cuenta de Twitter el Mandatario saliente, Donald Trump, continuó cuestionando la veracidad de los conteos
https://t.co/DVeJeyrEpW",2020-11-08 00:41:14,Bogota,Bogotá - Colombia,,,1325236903701073920,https://twitter.com/i/web/status/1325236903701073920
"@JoseAGraterol @realDonaldTrump Son unas ratas amigo jose así de sencillo, lo bueno de todo esto es que si ahí un fallo a favor de donald Trump que esperemos así sea ya el sabrá quienes lo apoyaron y quienes no,al MEQUETREFE mayor de @jguaido le sale exilio si maduro lo deja salir !!",2020-11-08 00:41:01,Bogota,Bogota,,,1325236851859402758,https://twitter.com/i/web/status/1325236851859402758
"Nuevamente, mensajes de Donald Trump etiquetados como engañosos

https://t.co/erz0JneU93",2020-11-08 00:40:00,Bogota,Eje Cafetero,,,1325236593611829249,https://twitter.com/i/web/status/1325236593611829249
"""Relájate, Donald"": Greta Thunberg también se sacó la espinita con Trump https://t.co/jwmSaK2Ji7",2020-11-08 00:13:00,Bogota,"Bogotá, Colombia",,,1325229800177491968,https://twitter.com/i/web/status/1325229800177491968
"Twitter le ha incluido una advertencia a varias de las publicaciones de Trump. El presidente ha asegurado en su redes sociales, en diferentes ocasiones y sin ningún tipo de pruebas, que le están robando las #Elecciones2020 👉 https://t.co/gQ50NUEtwB https://t.co/koyW6y4LIa",2020-11-08 00:07:19,Bogota,"Bogotá, Colombia",,,1325228369114505216,https://twitter.com/i/web/status/1325228369114505216
Donald Trump | El perdedor que odiaba a los perdedores  https://t.co/E3rkEIy92c a través de @elpais_america,2020-11-08 00:03:09,Bogota,Bogotá ,,,1325227321322823683,https://twitter.com/i/web/status/1325227321322823683
"Dilian Toro es la gemela perdida de Donald Trump.

Su nombre comienza con D
Su apellido comienza con T
Su cara es tan diabólica como la del anaranjado. https://t.co/DjMvvg4B0q",2020-11-08 00:02:36,Bogota,"Bogotá, Colombia",,,1325227184311721985,https://twitter.com/i/web/status/1325227184311721985
"@WRadioColombia @MariaFdaCabal @realDonaldTrump Ella y toda la gente decente de este planeta, tenemos ese mismo sentir por Donald Trump.",2020-11-07 23:59:01,Bogota,Bogotá Colombia,,,1325226282808979457,https://twitter.com/i/web/status/1325226282808979457
"""Relájate, Donald!"": Greta Thunberg también se sacó la espinita con Trump https://t.co/zHdEoCxSkP",2020-11-07 23:52:33,Bogota,"Bogotá, Colombia",,,1325224651899858944,https://twitter.com/i/web/status/1325224651899858944
"El presidente No. 45 de Estados Unidos, Donald Trump, se convirtió en el quinto mandatario en la historia del país en no lograr la reelección. Construyó un camino polémico pero consecuente con sus principios que culminó con la derrota frente a Joe Biden.
https://t.co/8uDLHUD7xD",2020-11-07 23:45:02,Bogota,"Bogotá, Colombia",,,1325222760818335745,https://twitter.com/i/web/status/1325222760818335745
"""Relájate, Donald!"": Greta Thunberg también se sacó la espinita con Trump https://t.co/K0iSW4v5UP",2020-11-07 23:38:57,Bogota,Ibagué,,,1325221230098714625,https://twitter.com/i/web/status/1325221230098714625
"#Viral | 🤯 [VIDEO] Periodista de CNN llora en vivo tras conocer la derrota de Donald Trump en las #Election2020 

Más detalles aquí 👉 https://t.co/NStFKfL4G9 https://t.co/Ym7JdqWXBp",2020-11-07 23:37:01,Bogota,Bogotá,,,1325220745207746566,https://twitter.com/i/web/status/1325220745207746566
"Carl Bernstein habla en CNN. Dice que de 20 a 25 senadores republicanos a los que no les gustaba Donald Trump y que fueron mantenidos como ""rehenes"" en estos cuatro años deben estar contentos con el resultado de las elecciones.",2020-11-07 23:31:23,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325219325083611136,https://twitter.com/i/web/status/1325219325083611136
"Los Bernie Sanderistas colombianos querían que ganara Donald Trump, estoy seguro",2020-11-07 23:27:59,Bogota,"Santa Rosa de Cabal, Colombia",,,1325218471156789248,https://twitter.com/i/web/status/1325218471156789248
De todas formas Donald Trump es como ese Ex que gústeles o no fue presidente y que sera recordado para toda la vida como de los presidentes mas malos!,2020-11-07 23:21:25,Bogota,Manizales,,,1325216820215881733,https://twitter.com/i/web/status/1325216820215881733
¿Qué fue primero el pato Donald o Donald Trump????,2020-11-07 23:20:26,Bogota,bogota,,,1325216571082612737,https://twitter.com/i/web/status/1325216571082612737
"Como era de esperarse después de la poco diplomática acción de mostrar sus simpatías por Donald Trump, el gobierno colombiano envió un frío y formal mensaje de felicitación al presidente electo Joe Biden. Le va a tocar moverse con pies de plomo ante la nueva administración.",2020-11-07 23:13:04,Bogota,colombia,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325214719070806018,https://twitter.com/i/web/status/1325214719070806018
"#Elecciones2020 El candidato demócrata, de 77 años, le devolvió la Casa Blanca a los demócratas. Su vida ha estado marcada por la política y la tragedia. Datos claves del hombre que sacó a Donald Trump del poder.
https://t.co/OFNqGXEZLm",2020-11-07 23:05:02,Bogota,"Bogotá, Colombia",,,1325212696355217413,https://twitter.com/i/web/status/1325212696355217413
"#Mundo Dos de sus propuestas son restablecer las políticas de salud y de medio ambiente que fueron derogadas por el saliente mandatario Donald Trump. 

https://t.co/5AlyRaWyzO",2020-11-07 23:00:44,Bogota,"Bogotá, Colombia",,,1325211612689563652,https://twitter.com/i/web/status/1325211612689563652
"Abogados afines al Centro Democrático: Granados, Cadena, Lombana, Cancino y De La Espriella Lawyers Enterprise viajarían a EEUU a engrosar el equipo jurídico de Donald Trump en pro de retener el poder.",2020-11-07 22:40:54,Bogota,Bogotá ,,,1325206620440125443,https://twitter.com/i/web/status/1325206620440125443
"Joe Biden será más proclive al multilateralismo en la región y se apartará de la posición nacionalista de su antecesor Donald Trump. 
https://t.co/y6lUqLZBlR",2020-11-07 22:40:00,Bogota,Ibague - Colombia,,,1325206394706931714,https://twitter.com/i/web/status/1325206394706931714
¡Esta mañana sacaron a Donald Trump del grupo de whatsapp de la Presidencia de Colombia! @Marianiniecheve @ANNALVAREZG @juancadelgado @edywfernandez @LFAnzolaC @efrapotter @molinorb @JAtecor @andval001 @LuisEdu620829 @XavellanedaP @merv59 @sony_ca21 @melidardila https://t.co/ct538xqFPb,2020-11-07 22:28:20,Bogota,Bogotá,,,1325203458425806848,https://twitter.com/i/web/status/1325203458425806848
DIRECTO Hablan los abogados de Donald Trump desde Filadelfia - Actualidad - Estado de Alarma TV https://t.co/3OQzOMfXCX,2020-11-07 22:21:17,Bogota,Bogota,,,1325201686948765696,https://twitter.com/i/web/status/1325201686948765696
"Aquí le contamos 46 datos de Joe Biden, el hombre que sacó a Donald Trump del poder. https://t.co/DST0J2TQha",2020-11-07 22:20:02,Bogota,"Bogotá, Colombia",,,1325201370220294145,https://twitter.com/i/web/status/1325201370220294145
DIRECTO Hablan los abogados de Donald Trump desde Filadelfia - Actualidad - Estado de Alarma TV https://t.co/3OQzOMxz1x,2020-11-07 22:18:32,Bogota,Bogota,,,1325200992867131392,https://twitter.com/i/web/status/1325200992867131392
